query,answer,gt_sources,gt_entities,start_candidates,type
"In a European country where public support for accepting refugees from conflict zones declined notably between 2022 and 2023, this nation also experienced a decrease in favorable views toward the European Union from 2022 to 2024. Within this country, supporters of right-wing political parties express less favorable opinions of the EU compared to non-supporters. What is the percentage-point decrease in EU favorability in this country between 2022 and 2024?",13 percentage points,"[""chart_00017_07"", ""chart_00112_02"", ""paragraph_00076_03""]","[""refugee support decline"", ""EU favorability decrease"", ""right-wing political parties""]","[""2023 Global Attitudes Survey""]",long
"In France, does the decline in public support for the European Union from 2022 to 2024 align with a similar decline in support for the United Nations from 2023 to 2024, indicating a broader shift in attitudes toward international institutions?","Yes, public support for the European Union declined by 15 percentage points from 2022 to 2024, while support for the United Nations declined by 9 percentage points from 2023 to 2024, indicating a consistent downward trend in favorability toward international institutions in France during this period.","[""chart_00112_02"", ""chart_00252_02""]","[""France"", ""European Union"", ""United Nations""]","[""France""]",analysis
"Black Americans expressed a desire for increased news coverage on specific societal issues, including health-related topics. This perspective aligns with their views on the importance of journalists covering all sides of stories and understanding historical contexts. Within this same demographic, a segment reports negative interactions with healthcare providers, feeling disrespected during medical encounters. What percentage of Black Americans want more coverage on health care topics, what percentage say it is extremely or very important for journalists to cover all sides of issues, and what percentage of Black Hispanic adults report feeling treated with less respect by healthcare providers?","5%, 76%, and 37%","[""chart_00059_01"", ""chart_00173_05"", ""chart_00080_06""]","[""health care topics"", ""covering all sides of issues"", ""treated with less respect by healthcare providers""]","[""Survey Date: Sept. 16-22, 2024""]",long
"Many Asian adults express a strong preference for living in walkable communities. This same demographic group reports that racial bias in hiring is a major problem for a significant portion of them. Additionally, Asian adults living in poverty are much less likely to believe they have achieved the American dream, with only a small percentage reporting achievement. What is the result when you add the percentage of Asian adults who prefer walkable communities to the percentage who say racial bias in hiring is a major problem, and then subtract the percentage of Asian adults living in poverty who say they have achieved the American dream?",96,"[""chart_00002_06"", ""chart_00028_07"", ""chart_00203_09""]","[""Preference for Walkable Communities"", ""Major Problem"", ""Asian Adults living in poverty""]","[""Asian Respondent Definition""]",long
"Among South and Southeast Asian countries surveyed between 2019 and 2022, does the nation with the highest religious diversity also have the lowest percentage of adults who view adherence to the majority religion as very important for national identity?",Yes,"[""chart_00013_02"", ""chart_00013_03""]","[""Singapore"", ""Buddhism""]","[""Perception in 2023""]",analysis
"Among countries where at least 90% of the population uses the internet, which has a larger ideological gap in favorable views toward the European Union between the left and right: the United States or Canada?",The United States has a larger ideological gap.,"[""chart_00068_02"", ""chart_00076_03""]","[""United States"", ""Canada""]","[""Vermont""]",easy
"In Nigeria, does the combination of high community cohesion and low support for LGBT rights suggest a relationship between strong communal bonds and conservative social attitudes?","Yes, 91% of Nigerians report feeling close to people in their local community while only 2% support same-sex marriage, indicating that high community cohesion correlates with conservative social attitudes in Nigeria.","[""paragraph_00094_02"", ""chart_00228_01""]","[""Nigeria"", ""LGBT rights"", ""People in local community""]","[""Nigeria""]",analysis
"Among White Evangelical Protestants, does the high level of concern about border security issues correlate with a higher likelihood of supporting U.S. diplomatic engagement in resolving international conflicts?","No, White Evangelical Protestants show high concern about border security issues (70% view migrant influx as a crisis) but have low support for U.S. diplomatic involvement in the Israel-Hamas conflict (19% in February 2024), indicating no correlation between these views.","[""chart_00184_01"", ""chart_00247_02""]","[""White Evangelical Protestant"", ""Border security issues"", ""Diplomatic engagement""]","[""American Trends Panel""]",analysis
"Over the time period spanning from 1990 to 2022, the U.S. unauthorized immigrant population exhibited a particular pattern in workforce participation. Within this same timeframe, the United States and Germany maintained a relationship where political parties held divergent views on international economic cooperation. This divergence was particularly evident when considering support for policies aimed at reducing trade barriers. What is the percentage-point difference in support for promoting free trade between the two major political groups in the United States?",The percentage-point difference in support for promoting free trade between Democrats/Lean Democrats and Republicans/Lean Republicans is 9.,"[""chart_00142_04"", ""chart_00142_06"", ""chart_00111_02""]","[""Time Period (1990-2022)"", ""Workforce Participation"", ""Promoting Free Trade""]","[""White voters""]",long
"Among Asian adults, a certain percentage living above the poverty line believe they are progressing toward the American Dream. This group's perspective connects to their professional experiences where a specific proportion identify racial bias in hiring as a significant issue. Within their formative years, a particular rate of these individuals occasionally assumed leadership roles in school or community environments. What is the combined percentage of these three distinct measures?",138%,"[""chart_00028_07"", ""chart_00071_02"", ""chart_00203_09""]","[""Asian Adults living above the poverty line"", ""Major Problem"", ""Sometimes""]","[""Asian Respondent Definition""]",long
Is the percentage of Asian adults living in poverty who believe the American Dream is out of reach higher than the percentage of Asian registered voters who consider terrorism or national security the most important issue facing their community?,Yes,"[""chart_00045_02"", ""chart_00203_09""]","[""Asian Adults living in poverty"", ""Terrorism or national security""]","[""Survey of Asian American adults""]",easy
"White non-evangelical Protestants demonstrated a particular level of support for U.S. diplomatic involvement in the Israel-Hamas conflict during an early 2024 survey. This group also viewed the U.S.-Mexico border migrant situation as a minor problem at a specific rate. Within this demographic, a certain percentage reported experiencing the presence of deceased family members in the past year. What are these three percentages for diplomatic involvement, border concern, and felt presence, respectively?","18%, 15%, and 33%","[""chart_00247_02"", ""chart_00184_01"", ""chart_00022_03""]","[""U.S. diplomatic involvement"", ""U.S.-Mexico border migrant situation"", ""experiencing the presence of deceased family members""]","[""Protestant""]",long
"Among U.S. Black adults, is the percentage who believe local journalists are in touch with their community higher than the percentage who consider it extremely or very important for journalists to cover all sides of the issues in the story?","No, the percentage of U.S. Black adults who consider it extremely or very important for journalists to cover all sides of the issues in the story is higher than the percentage who believe local journalists are in touch with their community.","[""chart_00081_03"", ""chart_00173_05""]","[""U.S. Black adults""]","[""Survey Date: Sept. 16-22, 2024""]",easy
"Among Black Americans, does the perception that local journalists are not in touch with their community suggest a disconnect between news coverage priorities and community interests?","Yes, 38% of Black Americans report that local journalists are out of touch with their community, while Economy and Crime are the most frequently requested topics for increased coverage at 12% and 8% respectively, indicating a disconnect between journalists' coverage and community interests.","[""chart_00059_01"", ""chart_00081_03""]","[""Topics that Black Americans wish news outlets covered more"", ""Survey of U.S. Black Adults""]","[""Perception in 2023""]",easy
Nigeria experienced a decline in favorable views of the United Nations between 2023 and 2024. This country also has a specific internet usage rate. The population includes a certain portion that holds favorable views of China but not Taiwan. What is the sum of the percentage-point decline in UN favorability and the percentage-point difference between the internet usage rate and this portion's percentage?,44 percentage points,"[""chart_00252_02"", ""chart_00068_02"", ""paragraph_00006_02""]","[""Nigeria"", ""United Nations"", ""internet usage rate"", ""China"", ""Taiwan""]","[""Nigeria""]",long
"In 2023, for the public in Poland and Hungary, how does the percentage who believe the United States contributes to global peace and stability relate to the percentage who express confidence in the U.S. president, given that views of the president's handling of international issues are strongly related to overall confidence in the president?","A strong positive correlation exists: in Poland, 85% believe the U.S. contributes to global peace and stability and 83% express confidence in the president; in Hungary, 34% believe the U.S. contributes to global peace and stability and 19% express confidence in the president.","[""paragraph_00120_06"", ""chart_00017_03""]","[""Confidence in Biden""]","[""Oregon""]",analysis
"Among Malaysia and Sri Lanka, which country has a larger proportion of its majority religious group that perceives the growth of a specific minority religious group as a threat, and is the level of importance that the majority religious group places on religious identity to national belonging also higher in that country?","Sri Lanka has a higher proportion of the majority religious group perceiving the growth of a minority religious group as a threat, and the level of importance placed on religious identity to national belonging is also higher in Sri Lanka.","[""chart_00013_03"", ""paragraph_00091_05""]","[""Buddhists"", ""Islam""]","[""Buddhists""]",easy
"Among U.S. voters, does the slight underrepresentation of Hispanic Catholic voters among Democratic supporters compared to their share of the general electorate align more with their near-even political preferences between presidential candidates or with their views on immigration policy regarding jobs Americans would like to have?",The slight underrepresentation of Hispanic Catholic voters among Democratic supporters aligns more with their near-even political preferences (49% supporting Biden/lean Biden versus 47% supporting Trump/lean Trump) than with their views on immigration policy.,"[""chart_00224_02"", ""chart_00237_02"", ""chart_00159_04""]","[""Hispanic Catholic"", ""Hispanic Voters""]","[""Hispanic Catholic""]",analysis
"Public sentiment toward the European Union showed a decline in 2023 across multiple member states, following a year when approval had reached high levels. This decline occurred within a broader context where political ideology significantly influences EU perceptions. This pattern is particularly evident in Poland, where supporters of right-wing parties express notably different levels of approval compared to other groups. Within Poland, public sentiment toward accepting refugees from conflict zones also showed a significant shift in recent years. This shift occurred after a period of increasing support. The peak level of refugee support was followed by a decline in the most recent year surveyed. What was the percentage-point difference between the peak level of refugee support and the most recent level recorded in Poland?",The percentage-point difference between the peak level of refugee support (80%) and the most recent level (52%) in Poland was 28 percentage points.,"[""chart_00112_02"", ""paragraph_00076_03"", ""chart_00017_07""]","[""European Union"", ""Poland"", ""refugee support""]","[""2023 Global Attitudes Survey""]",long
"In countries where less than 5% of adults have traveled to five or more countries, was the average decline in favorable views of the United Nations between 2023 and 2024 greater than in countries where more than 50% of adults have traveled to five or more countries?","Yes, the average decline was 9 percentage points in low-travel countries compared to 6.3 percentage points in high-travel countries.","[""chart_00101_02"", ""chart_00252_02""]","[""Nigeria"", ""Favorable views of the United Nations""]","[""Nigeria""]",analysis
Does the country with the lowest positive perception of religious diversity in the 2022 South and Southeast Asia survey also demonstrate notably high levels of religious incompatibility with minority faiths according to the same study?,"Yes, Cambodia had the lowest positive perception of diversity and 43% of adults did not affirm the compatibility of all three minority religions with Cambodian culture.","[""chart_00091_02"", ""paragraph_00091_03""]","[""Cambodia""]","[""Buddhism""]",easy
"Black Americans expressed specific preferences for topics they wish news outlets would cover more frequently, with one particular subject matter being the most requested. This desire for increased coverage of specific subjects relates to broader expectations about journalistic practices when covering Black communities. These expectations include the importance of understanding historical context when reporting on issues, which is considered extremely or very important by a certain percentage of Black Americans. The perceived connection between local journalists and the communities they serve reveals that a different percentage of Black Americans feel local journalists are in touch with their community. What is the percentage-point difference between these two proportions?",The percentage-point difference is 15.,"[""chart_00173_05"", ""chart_00081_03"", ""chart_00059_01""]","[""Black Americans"", ""journalistic practices"", ""historical context"", ""local journalists""]","[""Survey Date: Sept. 16-22, 2024""]",long
"Start with young adults in Taiwan, aged between 18 and 34 years. This demographic group shows a strong tendency toward identifying primarily with the local national identity. This identity is closely associated with support for a specific political party. The supporters of this party generally express strong support for democratic governance and are less likely to view a major global power as a threat. Within this same demographic, the proportion identifying primarily with the local national identity is significantly higher than in the overall adult population. What is the percentage-point difference between these two proportions, and what is the percentage of supporters of the specific political party who view the major global power as a threat?","The percentage-point difference is 16, with 83% of young adults identifying primarily as Taiwanese compared to 67% of the overall adult population. Additionally, 34% of supporters of the specific political party view the major global power as a threat.","[""chart_00056_02"", ""paragraph_00099_04"", ""paragraph_00195_01""]","[""Ages 18-34"", ""Taiwanese identity"", ""DPP""]","[""Ages 18-34""]",long
"Among U.S. Black adults, is the percentage who consider it extremely or very important for journalists to personally engage with the people they cover higher or lower than the percentage who say local journalists are mostly in touch with their local community?","Lower, as 59% consider personal engagement extremely or very important compared to 67% who say local journalists are mostly in touch with their community.","[""chart_00173_05"", ""chart_00081_04""]","[""U.S. Black Adults"", ""Personally engage with the people they cover""]","[""U.S. Adults (18+)""]",easy
"France demonstrates high internet usage among its citizens, which facilitates engagement with global affairs. This engagement is reflected in the country's perspectives on international organizations, though recent surveys show a decline in support for the United Nations. The European Union receives broadly favorable ratings worldwide, with a median of two-thirds of people across surveyed countries expressing positive views. Within Southeast Asia, Indonesia shows a specific level of agreement that diversity positively impacts their society. What is the absolute percentage-point difference between France's decline in UN favorability from 2023 to 2024 and the percentage of Indonesians who believe diversity makes their country a better place to live?","France's favorable view of the United Nations declined by 9 percentage points from 2023 to 2024, while 50% of Indonesians believe diversity makes their country a better place to live. The absolute difference is 41 percentage points.","[""chart_00252_02"", ""chart_00091_02"", ""paragraph_00076_01"", ""chart_00187_01""]","[""France"", ""United Nations"", ""European Union"", ""Indonesia"", ""Diversity""]","[""France""]",long
"Among U.S. Black adults surveyed in early 2023, those who feel 'extremely/very' attached to their local community report a specific rate of frequent local news consumption. This attachment correlates with a perception of journalists being in touch with the community. The same demographic also expresses a strong expectation for journalists to cover all sides of issues. What is the percentage-point difference between the proportion who feel 'extremely/very' attached and see local news often and those who believe it is extremely/very important for journalists to cover all sides of issues?",24 percentage points,"[""chart_00081_03"", ""chart_00081_04"", ""chart_00173_05""]","[""['U.S. Black adults surveyed in early 2023', \\\""those who feel 'extremely/very' attached to their local community\\\"", 'journalists covering all sides of issues']""]","[""Perception in 2023""]",long
"Among third-party presidential candidates in U.S. elections, which candidate experienced the largest discrepancy between their highest pre-election polling support and their actual electoral performance as measured by vote share?",Gary Johnson had the largest discrepancy between his highest pre-election polling support and actual vote share.,"[""chart_00126_06"", ""chart_00126_02"", ""chart_00126_07""]","[""Support for Ralph Nader in 2000"", ""Polling data"", ""Voter support percentage""]","[""Roper Center for Public Opinion Research""]",easy
"Among U.S. Protestant subgroups, one subgroup shows the highest concern about immigration being a crisis. This subgroup also exhibits the largest negative difference between perceptions of declining marriage rates having a harmful versus beneficial impact. Within this same subgroup, the level of concern about climate change being an extremely serious problem is notably lower compared to another subgroup that demonstrates a more favorable view of marriage decline impacts. What is the percentage difference in climate change concern between these two subgroups?",34 percentage points,"[""chart_00042_01"", ""chart_00184_01"", ""chart_00048_01""]","[""White evangelical Protestant"", ""Historically Black Protestant""]","[""Protestant""]",long
"Political views in the United States correlate with preferences for news from journalists who share those political perspectives. This preference is strongest among the most liberal political subgroup, which shows the highest percentage expressing this view. This same subgroup also holds distinctive opinions about labor unions' impact on the country, with a high percentage viewing labor unions positively. The most conservative political subgroup, by contrast, has a much lower percentage viewing labor unions positively. This pattern of political opinion formation is relevant when considering the views of older adults, particularly those aged 65 and older. What is the percentage-point difference between the most liberal political subgroup's preference for politically aligned news and the most conservative political subgroup's positive view of labor unions?",The percentage-point difference is 24.,"[""chart_00232_02"", ""chart_00238_06"", ""paragraph_00104_01""]","[""Liberal political subgroup"", ""Conservative political subgroup"", ""Adults aged 65 and older""]","[""Support""]",long
"France has experienced changes in public sentiment toward European institutions over recent years. This country's trend shows a peak in favorable opinions during a particular period before declining. Within this same country, a significant portion of the population engages with online platforms for social interaction. The percentage of people using social media in this country matches exactly the peak level of support for European institutions observed in a recent survey. What is the percentage-point difference between this matching value and the level of support for same-sex marriage in the same country?",15 percentage points,"[""chart_00112_02"", ""chart_00187_01"", ""paragraph_00094_02""]","[""France"", ""EU favorability"", ""social media usage"", ""same-sex marriage support""]","[""France""]",long
"An Eastern European nation experienced a significant change in government after an October 2023 election, which coincided with an improvement in how its citizens viewed the national economy. This shift in economic sentiment was followed by the release of substantial financial support from an international organization. Meanwhile, in a neighboring country with similar cultural roots, the percentage of people identifying as non-religious is at a specific rate. What is the percentage-point difference between the economic optimism change in the first country and the religious identification rate in the neighboring country?","The percentage-point difference is 12, calculated from Poland's 20-point increase in positive economic ratings (from 33% to 53%) and Germany's 8% rate of adults identifying as atheists.","[""chart_00114_02"", ""paragraph_00114_02"", ""chart_00070_05""]","[""Poland"", ""Germany""]","[""2023 Global Attitudes Survey""]",long
"Based on the most recent data for public school enrollment and unauthorized immigrant population, does Alaska, which ranks among the top states for public school enrollment, also have one of the smallest unauthorized immigrant populations in the country?","Yes, because Alaska has a public school enrollment share of 91% (placing it among the top five states) and its unauthorized immigrant population is less than 25,000.","[""paragraph_00113_04"", ""chart_00142_05""]","[""Public School Enrollment"", ""<25K""]","[""Alaska""]",easy
"In U.S. surveys conducted in April and August 2024, among Hispanic registered voters, is the preference for having immigrants fill jobs that Americans would like to have higher for legal immigrants than for undocumented immigrants, and is their voting preference higher for Biden or for Trump?","The preference for having immigrants fill jobs that Americans would like to have is higher for legal immigrants than for undocumented immigrants, and voting preference is higher for Biden than for Trump.","[""chart_00224_02"", ""chart_00237_02""]","[""Hispanic Voters"", ""Biden/Lean Biden"", ""Would Like to Have""]","[""American Trends Panel""]",easy
"Among Hispanic registered voters in the 2024 election cycle, is the percentage of voters who support the Democratic candidate higher than the percentage who agree that legal immigrants should fill jobs that American citizens would like to have?","Yes, the percentage of voters who support the Democratic candidate is higher.","[""chart_00224_02"", ""chart_00237_02""]","[""Biden/Lean Biden"", ""Would Like to Have""]","[""Hispanic Catholic""]",easy
"From 1990 to 2022, the population of unauthorized immigrants from one country peaked and then declined while immigrants from other countries steadily increased, reflecting a significant demographic shift in the United States. This change occurred during a period when views on international partnerships were evolving. Among Americans, political parties differ in their assessment of Germany's role in global economic matters. When considering the issue of promoting free trade, what is the percentage-point difference between the two major political parties in viewing Germany as a partner?","The percentage-point difference is 9, with 80% of Democrats viewing Germany as a partner on promoting free trade compared to 71% of Republicans.","[""chart_00142_04"", ""chart_00111_02"", ""paragraph_00111_04""]","[""unauthorized immigrants"", ""political parties"", ""promoting free trade""]","[""White voters""]",long
"White Catholic registered voters perceive the influx of migrants at the U.S.-Mexico border as a critical concern. This demographic, which falls under the broader White voter population, also aligns with views on whether legal immigrants fill jobs Americans desire. Within this context, what is the percentage-point difference between the proportion of White Catholic voters who consider the border situation a crisis and the percentage of White voters who believe legal immigrants mostly fill jobs Americans would like to have?",29 percentage points,"[""chart_00159_04"", ""chart_00237_02"", ""chart_00184_01""]","[""White Catholic"", ""Crisis"", ""Would Like to Have""]","[""White Catholic""]",long
"White Evangelical Protestants report a specific percentage considering Supreme Court appointments a key issue for the 2024 election, while a different percentage express concern about fewer marriages having a negative societal impact. Historically Black Protestants within the broader Protestant community indicate a particular percentage viewing climate change as a serious problem. What is the percentage-point difference between the first two values, and what percentage of Historically Black Protestants hold this climate change view?","The percentage-point difference is 7, and 68% of Historically Black Protestants view climate change as a serious problem.","[""chart_00253_04"", ""chart_00042_01"", ""chart_00048_01""]","[""Supreme Court Appointments"", ""Negative impact perception"", ""Historically Black Protestant""]","[""Protestant""]",long
"In 2023, did the historically low public approval of a major federal judicial institution coincide with strong public support for implementing structural reforms targeting that institution?","Yes, the 54% public approval of the Supreme Court in 2023 coincided with 74% of U.S. adults supporting age limits for its justices.","[""chart_00103_04"", ""chart_00012_01""]","[""public approval of judicial institution"", ""support for structural reforms""]","[""Survey Data from Pew Research Center's Center Phone Surveys""]",analysis
"During the period when favorable views of the U.S. Supreme Court reached their lowest point in more than three decades, did a majority of U.S. adults support imposing age limits on Supreme Court justices?","Yes, 74% of U.S. adults supported imposing age limits on Supreme Court justices during that period.","[""chart_00103_04"", ""chart_00012_01""]","[""Favorable views of Supreme Court"", ""age limits on Supreme Court justices""]","[""Survey Data from Pew Research Center's Center Phone Surveys""]",easy
"An analysis of unauthorized immigration in the United States covers a multi-decade period ending in the early 2020s. This analysis shows a significant increase in the workforce participation of certain immigrants during the early 2000s, reaching a peak before experiencing fluctuations. These immigrants reside in households that constitute a specific portion of the total U.S. household count. Within these households, a majority have a particular household composition status where family members have different immigration statuses. The largest group of these immigrants originates from one country, which has maintained the top position in the population ranking since a certain year. What percentage of these households are considered to have this particular composition status?",70% of households with unauthorized immigrants are considered 'mixed status',"[""chart_00142_06"", ""chart_00142_04"", ""paragraph_00142_03""]","[""unauthorized immigration"", ""households"", ""particular household composition status""]","[""White voters""]",long
"Among U.S. high school teachers in 2023, does the high prevalence of classroom disruption caused by student mobile device use imply that a majority of these educators also experience their profession as overwhelmingly demanding?","Yes, because 58% of high school teachers report their job as overwhelming, which constitutes a majority.","[""chart_00262_10"", ""chart_00262_06""]","[""High school teachers"", ""Being Distracted by Cellphones"", ""Overwhelming""]","[""Rounding adjustment""]",analysis
"Among White Catholic registered voters in the United States, does their view of immigration-related border challenges as a significant concern correlate with their proportional representation in both Democratic-leaning and general voter populations, and what does this suggest about the relationship between religious identity and political alignment on immigration issues?","White Catholic registered voters show a high perception of immigration-related border challenges as a significant concern (64%), yet they maintain equal representation (7%) in both Democratic-leaning and overall voter populations, suggesting that religious identity may influence specific issue views without determining overall political party alignment.","[""chart_00184_01"", ""chart_00159_04""]","[""White Catholic"", ""Crisis"", ""White Voters""]","[""White Catholic""]",analysis
"Among Asian American registered voters, policy positions are considered significantly more important than racial or ethnic identity when deciding for whom to vote, reflecting their prioritization of governance over demographic alignment. This group's educational profile shows a particular pattern when compared to the general voting population. When examining the educational attainment of Asian American eligible voters alongside another demographic group with similar voting eligibility characteristics, there is a notable difference in the proportion holding advanced degrees. This disparity in higher education levels may influence how these groups approach candidate evaluation. What is the percentage-point difference between Asian American eligible voters and Hispanic eligible voters in the proportion holding a master's or other postgraduate degree?",The percentage-point difference is 13.,"[""chart_00045_01"", ""chart_00052_07"", ""chart_00054_06""]","[""['Asian American registered voters', 'educational profile', \\\""master's or other postgraduate degree\\\"", 'Hispanic eligible voters']""]","[""Survey of Asian American adults""]",long
"The proportion of U.S. adults expressing greater concern than excitement about artificial intelligence in daily life increased between 2021 and 2023. This rise was particularly evident among individuals with a specific level of familiarity with artificial intelligence, where a majority reported heightened concern in the most recent year. Within this context of evolving public sentiment, what is the percentage-point difference between college-educated adults and those with some college education who believe artificial intelligence helps in making safe cars and trucks?",12 percentage points,"[""chart_00025_01"", ""chart_00025_02"", ""chart_00025_04""]","[""college-educated adults"", ""some college education"", ""making safe cars and trucks""]","[""Respondents who did not give an answer""]",long
Does Vermont rank among the U.S. states with the lowest percentages for both eligible voters who are Black and workers who are unauthorized immigrants?,Yes,"[""chart_00053_04"", ""paragraph_00142_06""]","[""0-5% Black eligible voters"", ""Undocumented Immigrants""]","[""Vermont""]",easy
"Among Asian respondents in the United States, does a strong preference for living in communities with amenities within walking distance indicate a higher likelihood of viewing racial bias in hiring as a major problem?","No, 62% of Asian respondents prefer walkable communities while 49% view racial bias in hiring as a major problem, indicating that the preference for walkable communities does not necessarily correlate with perceiving racial bias as a major issue.","[""chart_00002_06"", ""chart_00028_07""]","[""Preference for Walkable Communities (L0)"", ""Major Problem (L2)""]","[""Asian Respondent Definition""]",analysis
"In Canada, does the left-leaning ideological group have a more favorable view of the European Union than the right-leaning group, and in Israel, does the left-leaning group express less confidence in the U.S. president than the right-leaning group?",Yes,"[""chart_00076_03"", ""chart_00235_04""]","[""Canada"", ""Left Ideology Group"", ""None at all""]","[""Vermont""]",easy
